station_id,lat,lon
50136,52.580002,122.31
50246,52.209999,124.43
50247,52.02,123.34
50349,51.419998,124.2
50353,51.43,126.39
50425,50.150002,120.11
50434,50.290001,121.41
50442,50.240002,124.07
50468,50.150002,127.27
50514,49.349998,117.19
50527,49.130001,119.45
50548,49.119999,123.43
50557,49.099998,125.14
50564,49.259998,127.21
50603,48.400002,116.49
50618,48.130001,118.16
50632,48.459999,121.55
50639,48,122.44
50656,48.169998,126.31
50658,48.029999,125.53
50727,47.099998,119.56
50739,47.200001,123.11
50742,47.48,124.29
50745,47.23,123.55
50756,47.259998,126.58
50758,47.110001,125.54
50774,47.439999,128.55
50788,47.139999,131.59
50834,46.360001,121.13
50838,46.049999,122.03
50844,46.240002,123.27
50853,46.369999,126.58
50854,46.23,125.19
50862,46.59,128.00999
50873,46.470001,130.17999
50877,46.18,129.35001
50888,46.189999,132.11
50915,45.310001,116.58
50936,45.380001,122.5
50945,45.299999,124.16
50948,45,124.01
50949,45.049999,124.52
50950,45.419998,125.15
50953,45.450001,126.46
50955,45.23,126.18
50963,45.580002,128.44
50968,45.130001,127.58
50973,45.450001,130.36
50978,45.18,130.56
50983,45.459999,132.58
51053,48.029999,86.239998
51059,47.259998,85.519997
51060,47.419998,86.519997
51068,47.07,87.279999
51076,47.439999,88.050003
51087,46.59,89.309998
51133,46.439999,83
51156,46.470001,85.43
51186,46.400002,90.230003
51232,45.110001,82.339996
51238,44.540001,82.040001
51241,45.560001,83.360001
51243,45.369999,84.510002
51288,45.220001,90.32
51330,44.580002,81.010002
51334,44.360001,82.540001
51346,44.259998,84.400002
51358,44.169998,85.489998
51365,44.119999,87.32
51367,44.080002,86.489998
51379,44.009998,89.339996
51431,43.57,81.199997
51433,43.48,82.309998
51437,43.09,81.080002
51463,43.470001,87.389999
51467,42.439999,86.18
51469,43.27,87.110001
51470,43.529999,88.07
51477,43.209999,88.190002
51495,43.130001,91.440002
51526,42.139999,88.129997
51542,43.02,84.089996
51567,42.049999,86.339996
51573,42.560001,89.120003
51581,42.509998,90.139999
51628,41.099998,80.139999
51633,41.470001,81.540001
51639,41.139999,82.470001
51642,41.470001,84.150002
51644,41.43,82.580002
51655,41.209999,86.160004
51656,41.450001,86.080002
51701,40.310001,75.239998
51704,39.43,76.099998
51705,39.43,75.150002
51709,39.279999,75.589996
51711,40.560001,78.269997
51716,39.48,78.339996
51720,40.299999,79.029999
51730,40.330002,81.160004
51747,39,83.400002
51765,40.380001,87.419998
51777,39.02,88.099998
51804,37.459999,75.139999
51810,38.549999,77.379997
51811,38.259998,77.160004
51818,37.369999,78.169998
51828,37.080002,79.559998
51839,37.040001,82.43
51855,38.09,85.330002
51886,38.150002,90.510002
51931,36.509998,81.389999
52101,43.360001,93.029999
52112,43.459999,95.080002
52118,43.16,94.419998
52203,42.490002,93.309998
52267,41.57,101.04
52313,41.32,94.400002
52323,41.48,97.019997
52378,41.220001,102.22
52418,40.09,94.410004
52424,40.32,95.459999
52436,40.16,97.019997
52446,40.18,99.309998
52447,40,98.540001
52495,40.099998,104.48
52533,39.459999,98.290001
52546,39.220001,99.5
52576,39.130001,101.41
52602,38.450001,93.199997
52633,38.48,98.25
52645,38.25,99.349998
52652,38.560001,100.26
52657,38.110001,100.15
52661,38.48,101.05
52674,38.139999,101.58
52679,37.549999,102.4
52681,38.380001,103.05
52707,36.48,93.410004
52713,37.509998,95.220001
52737,37.220001,97.220001
52754,37.200001,100.08
52765,37.23,101.37
52787,37.119999,102.52
52797,37.110001,104.03
52818,36.25,94.540001
52825,36.259998,96.25
52833,36.549999,98.290001
52836,36.18,98.059998
52856,36.16,100.37
52866,36.43,101.45
52868,36.02,101.26
52876,36.189999,102.51
52884,36.209999,103.56
52895,36.34,104.41
52908,35.130001,93.050003
52943,35.349998,99.589996
52955,35.349998,100.45
52974,35.310001,102.01
52983,35.52,104.09
52984,35.349998,103.11
52986,35.209999,103.51
52996,35.23,105
53068,43.389999,111.58
53083,44.369999,114.09
53149,42.32,110.08
53192,44.009998,114.57
53195,43.509998,113.38
53231,41.240002,106.24
53276,42.240002,112.54
53336,41.34,108.31
53352,41.419998,110.26
53362,41.32,111.41
53391,41.540001,114
53399,41.09,114.42
53446,40.400002,109.51
53463,40.490002,111.41
53478,40,112.27
53480,41.02,113.04
53487,40.060001,113.2
53490,40.259998,114.03
53502,39.470001,105.45
53513,40.439999,107.22
53519,39.130001,106.46
53529,39.060001,107.59
53543,39.5,109.59
53564,39.23,111.09
53578,39.220001,112.26
53588,38.57,113.31
53593,39.5,114.34
53594,39.27,114.11
53602,38.5,105.4
53612,37.59,106.11
53614,38.279999,106.12
53615,38.48,106.42
53646,38.16,109.47
53651,38.490002,110.26
53663,38.549999,111.49
53664,38.279999,111.08
53673,38.439999,112.43
53687,37.470001,113.38
53698,38.02,114.25
53704,37.32,105.11
53705,37.290001,105.41
53723,37.48,107.23
53725,37.349998,107.35
53735,37.369999,108.48
53738,36.549999,108.1
53740,37.560001,109.14
53754,37.299999,110.13
53764,37.299999,111.06
53772,37.470001,112.33
53775,37.259998,112.32
53787,37.040001,112.59
53798,37.040001,114.3
53806,36.34,105.39
53810,36.580002,105.54
53817,36,106.16
53821,36.349998,107.18
53845,36.360001,109.3
53853,36.419998,110.57
53854,36.349998,110.04
53859,36.060001,110.4
53863,37.02,111.55
53868,36.040001,111.3
53877,36.099998,112.15
53882,36.029999,113.04
53884,36.310001,113.02
53898,36.029999,114.24
53903,35.580002,105.43
53910,35.400002,106.12
53915,35.330002,106.4
53923,35.439999,107.38
53929,35.119999,107.48
53942,35.490002,109.3
53948,34.57,109.35
53955,35.279999,110.27
53959,35.029999,111.03
53963,35.389999,111.22
53968,35.169998,111.4
53975,35.290001,112.24
53986,35.189999,113.53
54012,44.34,117.38
54026,44.34,120.54
54027,43.59,119.24
54041,44.48,123.04
54049,44.150002,123.58
54063,44.580002,126
54064,44.23,125.09
54094,44.34,129.36
54096,44.23,131.10001
54102,43.57,116.07
54115,43.360001,118.04
54134,43.360001,121.17
54135,43.360001,122.16
54142,43.299999,123.32
54157,43.099998,124.2
54161,43.540001,125.13
54165,43.330002,125.38
54171,43.419998,126.31
54181,43.419998,127.2
54186,43.220001,128.12
54195,43.18,129.47
54208,42.110001,116.28
54213,42.560001,119.01
54218,42.16,118.56
54226,42.200001,120.42
54236,42.23,122.33
54237,42.040001,121.45
54243,42.470001,124.07
54254,42.32,124.03
54259,42.060001,124.55
54260,42.549999,125.05
54263,42.580002,126.03
54266,42.32,125.38
54273,42.59,126.45
54276,42.209999,126.49
54284,42.09,127.3
54285,42.25,128.07001
54286,42.32,129
54287,42.009998,128.05
54292,42.52,129.3
54308,41.119999,116.38
54311,41.580002,117.46
54324,41.330002,120.26
54326,41.23,119.42
54333,41.580002,122.51
54334,41.310001,121.14
54335,41.41,122.05
54337,41.080002,121.07
54339,41.049999,123
54342,41.439999,123.31
54346,41.189999,123.47
54349,41.18,124.07
54351,41.549999,124.05
54353,41.439999,125.03
54363,41.41,125.54
54365,41.169998,125.21
54374,41.48,126.53
54377,41.060001,126.09
54386,41.25,128.11
54401,40.470001,114.53
54405,40.25,115.3
54406,40.27,115.58
54416,40.23,116.52
54423,40.59,117.57
54429,40.119999,117.57
54436,40.25,118.57
54449,39.509998,119.31
54452,40.48,119.49
54454,40.200001,120.18
54455,40.349998,120.42
54470,41.009998,122.04
54471,40.389999,122.1
54472,40.529999,122.43
54476,40.099998,122.09
54486,40.169998,123.17
54493,40.43,124.47
54497,40.029999,124.2
54511,39.48,116.28
54518,39.07,116.23
54525,39.439999,117.17
54527,39.049999,117.03
54534,39.389999,118.06
54539,39.259998,118.53
54563,39.380001,122.01
54579,39.16,122.35
54584,39.43,122.57
54602,38.509998,115.31
54606,38.139999,115.44
54618,38.049999,116.33
54623,39.029999,117.43
54624,38.220001,117.21
54646,38.27,118.25
54660,38.490002,121.14
54662,38.540001,121.38
54705,37.220001,115.23
54715,37.189999,116.34
54725,37.299999,117.32
54727,36.41,117.33
54744,37.349998,118.33
54751,37.560001,120.44
54753,37.380001,120.2
54764,37.299999,121.15
54774,37.279999,122.08
54776,37.240002,122.42
54808,36.139999,115.38
54823,36.360001,117
54826,36.150002,117.06
54836,36.110001,118.1
54842,36.459999,119.57
54843,36.450001,119.12
54857,36.040001,120.2
54863,36.470001,121.11
54909,35.049999,115.33
54916,35.34,116.51
54929,35.16,117.58
54936,35.34,118.5
54945,35.259998,119.32
55228,32.299999,80.050003
55248,32.09,84.25
55279,31.23,90.010002
55294,32.209999,91.059998
55299,31.290001,92.040001
55437,30.17,81.150002
55472,30.57,88.379997
55493,30.290001,91.059998
55569,29.049999,87.360001
55578,29.15,88.529999
55585,29.26,90.099998
55591,29.4,91.080002
55598,29.15,91.459999
55655,28.110001,85.580002
55664,28.379999,87.050003
55680,28.549999,89.360001
55690,27.59,91.57
55696,28.25,92.279999
55773,27.440001,89.050003
56004,34.130001,92.260002
56018,32.540001,95.18
56021,34.080002,95.470001
56029,33.009998,97.010002
56033,34.549999,98.129997
56034,33.48,97.080002
56038,32.59,98.059998
56043,34.279999,100.15
56046,33.450001,99.389999
56065,34.439999,101.36
56067,33.259998,101.29
56074,34,102.05
56079,33.349998,102.58
56080,35,102.54
56093,34.259998,104.01
56096,33.240002,104.55
56106,31.530001,93.470001
56116,31.25,95.360001
56125,32.119999,96.290001
56137,31.09,97.099998
56144,31.48,98.349998
56146,31.370001,100
56151,32.560001,100.45
56152,32.169998,100.2
56167,30.59,101.07
56172,31.540001,102.14
56173,32.48,102.33
56178,31,102.21
56182,32.389999,103.34
56187,30.450001,103.52
56188,31,103.4
56196,31.27,104.44
56202,30.4,93.169998
56223,30.450001,95.5
56227,29.52,95.459999
56247,30,99.059998
56251,30.559999,100.19
56257,30,100.16
56287,29.59,103
56312,29.4,94.199997
56331,29.4,97.5
56357,29.030001,100.18
56374,30.030001,101.58
56385,29.309999,103.2
56386,29.34,103.45
56434,28.389999,97.279999
56444,28.290001,98.550003
56459,27.559999,101.16
56462,29,101.3
56475,28.389999,102.31
56479,28,102.51
56485,28.16,103.35
56492,28.48,104.36
56533,27.450001,98.400002
56543,27.5,99.419998
56548,27.1,99.169998
56565,27.26,101.31
56571,27.540001,102.16
56586,27.209999,103.43
56643,25.52,98.510002
56651,26.51,100.13
56664,26.379999,101.16
56666,26.35,101.43
56671,26.389999,102.15
56684,26.25,103.17
56691,26.52,104.17
56693,26.35,104.52
56739,25.01,98.300003
56748,25.07,99.110001
56751,25.42,100.11
56763,25.440001,101.52
56768,25.02,101.33
56778,25,102.39
56786,25.35,103.5
56792,25.469999,104.58
56793,25.43,104.28
56838,24,97.510002
56856,24.280001,100.52
56875,24.200001,102.33
56886,24.32,103.46
56946,23.33,99.239998
56951,23.530001,100.05
56954,22.34,99.559998
56959,22,100.47
56964,22.469999,100.58
56966,23.360001,101.59
56969,21.290001,101.34
56977,22.35,101.51
56985,23.23,103.23
56986,22.59,103.41
56991,23.370001,104.2
57003,34.540001,106.5
57014,34.34,105.52
57025,34.310001,107.23
57028,34.02,107.19
57030,34.419998,108.09
57034,34.150002,108.13
57037,34.560001,108.59
57046,34.290001,110.05
57048,34.240002,108.43
57049,34.310001,109.44
57051,34.48,111.12
57052,34.529999,110.27
57067,34.029999,111.02
57071,34.490002,112.26
57077,33.470001,111.39
57083,34.43,113.39
57089,34.02,113.52
57091,34.470001,114.18
57106,33.189999,106.09
57124,33.380001,106.56
57127,33.040001,107.02
57131,34.259998,108.58
57134,33.310001,107.59
57143,33.52,109.58
57144,33.259998,109.09
57154,33.32,110.54
57156,33.18,111.3
57178,33.02,112.35
57181,33.529999,113.03
57193,33.470001,114.31
57206,32.259998,105.51
57211,32.5,106.15
57232,33.029999,108.16
57237,32.040001,108.02
57238,32.32,107.54
57245,32.43,109.02
57251,33,110.25
57256,32.389999,110.47
57259,32.02,110.46
57265,32.23,111.4
57278,32.02,112.1
57279,32.09,112.45
57285,32.23,113.25
57290,33,114.01
57297,32.080002,114.03
57306,31.35,105.58
57313,31.52,106.46
57328,31.120001,107.3
57343,31.540001,109.32
57348,31.01,109.32
57355,31.02,110.22
57358,30.5,110.58
57359,31.209999,110.44
57378,31.1,112.34
57381,31.370001,113.2
57395,31.34,114.07
57399,31.110001,115.01
57405,30.299999,105.33
57411,30.469999,106.06
57426,30.41,107.48
57432,30.459999,108.24
57439,30.17,108.56
57445,30.360001,109.43
57447,30.17,109.28
57458,30.120001,110.4
57461,30.42,111.18
57476,30.209999,112.09
57482,30.540001,113.57
57483,30.4,113.1
57493,30.209999,114.2
57494,30.360001,114.03
57502,29.42,105.42
57503,29.370001,105.07
57512,29.58,106.17
57516,29.35,106.28
57517,29.17,106.15
57520,29.5,107.04
57523,29.51,107.44
57536,29.32,108.47
57545,29.32,109.25
57554,29.24,110.1
57562,29.35,111.22
57573,29.5,112.54
57574,29.219999,112.24
57581,29.49,113.27
57583,29.59,113.55
57584,29.23,113.05
57595,29.360001,114.3
57598,29.02,114.35
57604,28.469999,105.23
57606,28.08,106.5
57608,28.1,105.26
57612,29.01,106.39
57614,28.200001,106.13
57625,28.33,107.27
57633,28.5,108.46
57642,28.42,109.38
57647,28.09,109.11
57649,28.190001,109.44
57655,28.280001,110.24
57662,29.030001,111.41
57669,28.23,111.13
57671,28.51,112.22
57673,28.41,112.53
57679,28.120001,113.05
57682,28.43,113.34
57687,28.129999,112.55
57696,28.24,114.47
57707,27.18,105.17
57710,27.48,106.24
57712,27.440001,106.57
57718,27.059999,106.44
57722,27.459999,107.28
57729,27.139999,107.53
57731,27.57,108.15
57741,27.43,109.11
57745,27.27,109.41
57749,27.34,110
57752,27.549999,110.36
57758,27.040001,110.35
57761,27.450001,111.18
57766,27.139999,111.28
57774,27.27,112.1
57776,27.18,112.42
57779,27,113.21
57780,27.52,113.1
57789,27.08,113.57
57793,27.48,114.23
57799,27.030001,114.55
57803,27.02,106.01
57805,26.41,105.46
57806,26.15,105.54
57816,26.35,106.44
57825,26.360001,107.59
57827,26.190001,107.32
57832,26.58,108.4
57839,26.139999,109.09
57840,26.540001,109.12
57841,26.34,109.4
57845,26.1,109.47
57853,26.440001,110.38
57857,26.219999,110.19
57866,26.139999,111.37
57872,26.540001,112.36
57874,26.25,112.24
57889,26.049999,113.57
57894,26.35,114.1
57896,26.200001,114.3
57902,25.26,105.11
57906,25.110001,106.05
57907,25.049999,104.54
57910,25.459999,106.05
57912,26.08,106.38
57916,25.26,106.46
57922,25.5,107.33
57926,25.25,107.53
57932,25.58,108.32
57947,25.129999,109.24
57957,25.190001,110.18
57965,25.32,111.36
57972,25.48,113.02
57974,25.35,112.22
57993,25.52,115
57996,25.08,114.19
58005,34.27,115.4
58015,34.27,116.2
58026,34.18,117.57
58027,34.169998,117.09
58034,34.360001,118.19
58038,34.049999,118.47
58040,34.509998,119.08
58047,34.18,119.14
58102,33.52,115.46
58111,33.580002,116.27
58118,33.169998,116.33
58122,33.380001,116.59
58130,33.560001,117.57
58135,33.290001,118.13
58138,32.59,118.31
58141,33.380001,119.01
58143,33.48,119.51
58150,33.459999,120.15
58158,33.119999,120.29
58203,32.52,115.44
58208,32.099998,115.37
58215,32.330002,116.47
58221,32.549999,117.24
58225,32.32,117.4
58236,32.18,118.18
58238,31.559999,118.54
58241,32.48,119.27
58251,32.509998,120.17
58255,32.220001,120.34
58259,32.049999,120.59
58265,32.040001,121.36
58311,31.440001,116.3
58314,31.24,116.19
58319,31.040001,116.57
58321,31.469999,117.18
58326,31.35,117.5
58336,31.42,118.31
58338,31.09,118.35
58343,31.530001,119.59
58345,31.26,119.29
58354,31.370001,120.21
58356,31.24,121
58358,31.040001,120.26
58362,31.24,121.27
58402,30.440001,115.4
58407,30.139999,115.02
58414,30.27,116.18
58419,30.059999,117.01
58424,30.32,117.03
58429,30.58,117.47
58436,30.370001,118.59
58437,30.08,118.09
58448,30.129999,119.42
58450,30.52,120.03
58457,30.139999,120.1
58464,30.370001,121.05
58467,30.120001,121.16
58472,30.440001,122.27
58477,30.02,122.06
58500,29.51,115.12
58506,29.35,115.59
58507,29.15,115.07
58519,29,116.41
58520,29.51,117.43
58527,29.18,117.12
58531,29.43,118.17
58543,29.370001,119.01
58549,29.07,119.39
58553,30.030001,120.49
58556,29.360001,120.49
58557,29.200001,120.05
58562,29.469999,121.33
58569,29.120001,121.57
58600,28.52,115.22
58606,28.360001,115.55
58608,28.040001,115.33
58622,28.57,117.35
58626,28.18,117.13
58633,29,118.54
58634,28.41,118.15
58637,28.27,117.59
58646,28.27,119.55
58652,28.52,120.43
58665,28.370001,121.25
58666,28.27,121.54
58667,28.049999,121.16
58705,27.200001,115.25
58715,27.35,116.39
58718,27.129999,116.32
58725,27.200001,117.28
58730,27.459999,118.02
58731,27.549999,118.32
58734,27.200001,118.07
58737,27.030001,118.19
58742,28.07,119.33
58744,27.27,119.25
58752,27.469999,120.39
58754,27.200001,120.12
58760,27.5,121.09
58806,26.290001,116.01
58813,26.51,116.2
58818,26.139999,116.38
58820,26.540001,117.1
58834,26.379999,118.1
58837,26.1,118.09
58843,26.530001,120.01
58846,26.4,119.31
58847,26.049999,119.17
58911,25.51,116.22
58918,25.030001,116.25
58921,25.58,117.21
58926,25.18,117.25
58927,25.030001,117.01
58931,25.43,118.06
58933,26.549999,118.59
58936,25.219999,118.42
58944,25.309999,119.47
59007,24.040001,105.04
59021,24.33,107.02
59023,24.42,108.02
59037,23.559999,108.06
59046,24.209999,109.24
59058,24.120001,110.31
59065,24.25,111.32
59072,24.48,112.22
59082,24.4,113.36
59087,23.530001,113.31
59088,24.110001,113.25
59092,24.549999,114.49
59096,24.219999,114.29
59097,24.030001,114.12
59102,24.57,115.39
59107,24.059999,115.15
59113,24.440001,116.43
59116,24.200001,116.42
59117,24.16,116.06
59126,24.299999,117.39
59133,24.540001,118.55
59134,24.290001,118.04
59209,23.25,105.5
59211,23.540001,106.36
59218,23.08,106.25
59228,23.190001,107.35
59242,23.450001,109.14
59254,23.24,110.05
59265,23.290001,111.18
59271,23.379999,112.26
59278,23.02,112.27
59280,23.43,113.05
59287,23.1,113.2
59289,22.58,113.44
59293,23.48,114.44
59294,23.200001,113.5
59298,23.049999,114.25
59303,23.559999,115.46
59304,23.379999,115.11
59306,23.27,115.51
59316,23.24,116.41
59317,23.02,116.18
59321,23.469999,117.3
59324,23.26,117.02
59417,22.200001,106.51
59431,22.379999,108.13
59446,22.25,109.18
59453,22.389999,110.1
59456,22.209999,110.56
59462,22.42,111.36
59478,22.15,112.47
59485,22.299999,113.24
59488,22.17,113.34
59493,22.32,114
59501,22.48,115.22
59626,21.32,107.58
59631,21.469999,108.21
59632,21.57,108.37
59644,21.27,109.08
59647,21.02,109.06
59658,21.09,110.18
59663,21.5,111.58
59664,21.32,110.59
59673,21.440001,112.46
59754,20.200001,110.11
59758,20,110.15
59838,19.059999,108.37
59845,19.309999,109.35
59849,19.02,109.5
59855,19.139999,110.28
59948,18.129999,109.35
59954,18.299999,110.02
59981,16.5,112.2
59985,16.32,111.37
